scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Cymbella neolanceolata	W.da Silva, 2013	Species	837443	https://www.marinespecies.org/aphia.php?p=taxdetails&id=837443	Cymbella	149538	accepted	837443	Cymbella neolanceolata	W.da Silva, 2013	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella neolanceolata
Tripos horridus	(Cleve) F.GÛmez, 2013	Species	837453	https://www.marinespecies.org/aphia.php?p=taxdetails&id=837453	Tripos	494057	uncertain				Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos horridus
Tripos lineatus	(Ehrenberg) F.GÛmez, 2013	Species	837459	https://www.marinespecies.org/aphia.php?p=taxdetails&id=837459	Tripos	494057	accepted	837459	Tripos lineatus	(Ehrenberg) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos lineatus
Parvodinium umbonatum	(F.Stein) Carty, 2008	Species	837535	https://www.marinespecies.org/aphia.php?p=taxdetails&id=837535	Parvodinium	707634	accepted	837535	Parvodinium umbonatum	(F.Stein) Carty, 2008	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Parvodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Parvodinium - [Species] Parvodinium umbonatum
Glochidinium penardiforme	(Er.Lemmermann) Boltovskoy, 2000	Species	838142	https://www.marinespecies.org/aphia.php?p=taxdetails&id=838142	Glochidinium	707633	accepted	838142	Glochidinium penardiforme	(Er.Lemmermann) Boltovskoy, 2000	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glochidinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Glochidinium - [Species] Glochidinium penardiforme
Parvodinium inconspicuum	(Lemmermann) Carty, 2008	Species	838487	https://www.marinespecies.org/aphia.php?p=taxdetails&id=838487	Parvodinium	707634	accepted	838487	Parvodinium inconspicuum	(Lemmermann) Carty, 2008	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Parvodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Parvodinium - [Species] Parvodinium inconspicuum
Willea apiculata	(Lemmermann) D.M.John, M.J.Wynne & P.M.Tsarenko, 2014	Species	839163	https://www.marinespecies.org/aphia.php?p=taxdetails&id=839163	Willea	248174	accepted	839163	Willea apiculata	(Lemmermann) D.M.John, M.J.Wynne & P.M.Tsarenko, 2014	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Willea	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Genus] Willea - [Species] Willea apiculata
Chaetoceros gelidus	Chamnansinp, Li, Lundholm & Moestrup, 2013	Species	839985	https://www.marinespecies.org/aphia.php?p=taxdetails&id=839985	Chaetoceros	148985	accepted	839985	Chaetoceros gelidus	Chamnansinp, Li, Lundholm & Moestrup, 2013	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Chaetocerotanae - [Order] Chaetocerotanae incertae sedis - [Family] Chaetocerotaceae - [Genus] Chaetoceros - [Species] Chaetoceros gelidus
Trieres mobiliensis	(J.W.Bailey) Ashworth & E.C.Theriot in Ashworth, Nakov & E.C.Theiriot, 2013	Species	839991	https://www.marinespecies.org/aphia.php?p=taxdetails&id=839991	Trieres	836581	unassessed	839991	Trieres mobiliensis	(J.W.Bailey) Ashworth & E.C.Theriot in Ashworth, Nakov & E.C.Theiriot, 2013	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Trieres	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Trieres - [Species] Trieres mobiliensis
Trieres regia	(M.Schultze) M.P.Ashworth & E.C.Theriot, 2013	Species	839996	https://www.marinespecies.org/aphia.php?p=taxdetails&id=839996	Trieres	836581	unassessed	839996	Trieres regia	(M.Schultze) M.P.Ashworth & E.C.Theriot, 2013	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Trieres	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Trieres - [Species] Trieres regia
Willea rectangularis	(A.Braun) D.M.John, M.J.Wynne & P.M.Tsarenko, 2014	Species	840472	https://www.marinespecies.org/aphia.php?p=taxdetails&id=840472	Willea	248174	accepted	840472	Willea rectangularis	(A.Braun) D.M.John, M.J.Wynne & P.M.Tsarenko, 2014	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Willea	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Genus] Willea - [Species] Willea rectangularis
Acutodesmus acutiformis	(Schrˆder) Tsarenko & D.M.John, 2011	Species	840479	https://www.marinespecies.org/aphia.php?p=taxdetails&id=840479	Acutodesmus	603183	accepted	840479	Acutodesmus acutiformis	(Schrˆder) Tsarenko & D.M.John, 2011	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Acutodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Genus] Acutodesmus - [Species] Acutodesmus acutiformis
Tripos fusus	(Ehrenberg) F.GÛmez, 2013	Species	840626	https://www.marinespecies.org/aphia.php?p=taxdetails&id=840626	Tripos	494057	accepted	840626	Tripos fusus	(Ehrenberg) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos fusus
Tripos furca	(Ehrenberg) F.GÛmez, 2013	Species	840627	https://www.marinespecies.org/aphia.php?p=taxdetails&id=840627	Tripos	494057	accepted	840627	Tripos furca	(Ehrenberg) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos furca
Tripos bucephalus	(Cleve) F.GÛmez, 2013	Species	841190	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841190	Tripos	494057	accepted	841190	Tripos bucephalus	(Cleve) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos bucephalus
Tripos longipes	(Bailey) F.GÛmez, 2013	Species	841259	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841259	Tripos	494057	accepted	841259	Tripos longipes	(Bailey) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos longipes
Tripos macroceros	(Ehrenberg) F.GÛmez, 2013	Species	841260	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841260	Tripos	494057	accepted	841260	Tripos macroceros	(Ehrenberg) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos macroceros
Tripos minutus	(E.G.J¯rgensen) F.GÛmez, 2013	Species	841263	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841263	Tripos	494057	accepted	841263	Tripos minutus	(E.G.J¯rgensen) F.GÛmez, 2013	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos minutus
Naiadinium polonicum	(Woloszynska) Carty, 2014	Species	841289	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841289	Naiadinium	836636	accepted	841289	Naiadinium polonicum	(Woloszynska) Carty, 2014	Chromista	Myzozoa	Dinophyceae	Dinophyceae incertae sedis		Naiadinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophyceae incertae sedis - [Genus] Naiadinium - [Species] Naiadinium polonicum
Ectocarpales	Bessey, 1907	Order	842	https://www.marinespecies.org/aphia.php?p=taxdetails&id=842	Fucophycidae	1304856	accepted	842	Ectocarpales	Bessey, 1907	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Ectocarpales
Fucales	Bory de Saint-Vincent, 1827	Order	844	https://www.marinespecies.org/aphia.php?p=taxdetails&id=844	Fucophycidae	1304856	accepted	844	Fucales	Bory de Saint-Vincent, 1827	Chromista	Ochrophyta	Phaeophyceae	Fucales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales
Monoculodes breviops	Bulyeva, 1952	Species	845994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=845994	Monoculodes	101694	superseded combination	547136	Pacifoculodes breviops	(Bulyeva, 1952)	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Oedicerotidira - [Superfamily] Oedicerotoidea - [Family] Oedicerotidae - [Genus] Monoculodes - [Species] Monoculodes breviops
Staurastrum avicula var. lunatum	(Ralfs) Coesel & Meesters, 2013	Variety	846509	https://www.marinespecies.org/aphia.php?p=taxdetails&id=846509	Staurastrum avicula	578390	accepted	846509	Staurastrum avicula var. lunatum	(Ralfs) Coesel & Meesters, 2013	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurastrum - [Species] Staurastrum avicula - [Variety] Staurastrum avicula var. lunatum
Kellicottia bostoniensis	(Rousselet, 1908)	Species	847465	https://www.marinespecies.org/aphia.php?p=taxdetails&id=847465	Kellicottia	134940	accepted	847465	Kellicottia bostoniensis	(Rousselet, 1908)	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Kellicottia	[] Biota - [Kingdom] Animalia - [Phylum] Rotifera - [Class] Eurotatoria - [Subclass] Monogononta - [Superorder] Pseudotrocha - [Order] Ploima - [Family] Brachionidae - [Genus] Kellicottia - [Species] Kellicottia bostoniensis
Sorgenfreispira brachystoma	(Philippi, 1844)	Species	847930	https://www.marinespecies.org/aphia.php?p=taxdetails&id=847930	Sorgenfreispira	847924	accepted	847930	Sorgenfreispira brachystoma	(Philippi, 1844)	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Sorgenfreispira	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Neogastropoda - [Superfamily] Conoidea - [Family] Mangeliidae - [Genus] Sorgenfreispira - [Species] Sorgenfreispira brachystoma
Genaxinus eumyarius	(M. Sars, 1870)	Species	851922	https://www.marinespecies.org/aphia.php?p=taxdetails&id=851922	Genaxinus	196920	accepted	851922	Genaxinus eumyarius	(M. Sars, 1870)	Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae	Genaxinus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Lucinida - [Superfamily] Thyasiroidea - [Family] Thyasiridae - [Genus] Genaxinus - [Species] Genaxinus eumyarius
Rhodophyta	Wettstein, 1901	Phylum (Division)	852	https://www.marinespecies.org/aphia.php?p=taxdetails&id=852	Biliphyta	368662	accepted	852	Rhodophyta	Wettstein, 1901	Plantae	Rhodophyta					[] Biota - [Kingdom] Plantae - [Subkingdom] Biliphyta - [Phylum (Division)] Rhodophyta
Erythrops erythrophthalmus	(GoÎs, 1864)	Species	852968	https://www.marinespecies.org/aphia.php?p=taxdetails&id=852968	Erythrops	119856	accepted	852968	Erythrops erythrophthalmus	(GoÎs, 1864)	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Erythrops	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Mysida - [Family] Mysidae - [Subfamily] Erythropinae - [Tribe] Erythropini - [Genus] Erythrops - [Species] Erythrops erythrophthalmus
Erythrops serratus	(G.O. Sars, 1863)	Species	852974	https://www.marinespecies.org/aphia.php?p=taxdetails&id=852974	Erythrops	119856	accepted	852974	Erythrops serratus	(G.O. Sars, 1863)	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Erythrops	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Mysida - [Family] Mysidae - [Subfamily] Erythropinae - [Tribe] Erythropini - [Genus] Erythrops - [Species] Erythrops serratus
Ceramiales	Oltmanns, 1904	Order	860	https://www.marinespecies.org/aphia.php?p=taxdetails&id=860	Rhodymeniophycidae	196243	accepted	860	Ceramiales	Oltmanns, 1904	Plantae	Rhodophyta	Florideophyceae	Ceramiales			[] Biota - [Kingdom] Plantae - [Subkingdom] Biliphyta - [Phylum (Division)] Rhodophyta - [Subphylum (Subdivision)] Eurhodophytina - [Class] Florideophyceae - [Subclass] Rhodymeniophycidae - [Order] Ceramiales
Hermania scabra	(O. F. M¸ller, 1784)	Species	867492	https://www.marinespecies.org/aphia.php?p=taxdetails&id=867492	Hermania	720758	accepted	867492	Hermania scabra	(O. F. M¸ller, 1784)	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinidae	Hermania	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Order] Cephalaspidea - [Superfamily] Philinoidea - [Family] Philinidae - [Subfamily] Hermaniinae - [Genus] Hermania - [Species] Hermania scabra
Gigartinales	Schmitz, 1892	Order	871	https://www.marinespecies.org/aphia.php?p=taxdetails&id=871	Rhodymeniophycidae	196243	accepted	871	Gigartinales	Schmitz, 1892	Plantae	Rhodophyta	Florideophyceae	Gigartinales			[] Biota - [Kingdom] Plantae - [Subkingdom] Biliphyta - [Phylum (Division)] Rhodophyta - [Subphylum (Subdivision)] Eurhodophytina - [Class] Florideophyceae - [Subclass] Rhodymeniophycidae - [Order] Gigartinales
Ensis leei	M. Huber, 2015	Species	876640	https://www.marinespecies.org/aphia.php?p=taxdetails&id=876640	Ensis	138333	accepted	876640	Ensis leei	M. Huber, 2015	Animalia	Mollusca	Bivalvia	Adapedonta	Pharidae	Ensis	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Adapedonta - [Superfamily] Solenoidea - [Family] Pharidae - [Genus] Ensis - [Species] Ensis leei
Tritia incrassata	(Str¯m, 1768)	Species	876825	https://www.marinespecies.org/aphia.php?p=taxdetails&id=876825	Tritia	246140	accepted	876825	Tritia incrassata	(Str¯m, 1768)	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Tritia	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Neogastropoda - [Superfamily] Buccinoidea - [Family] Nassariidae - [Subfamily] Nassariinae - [Genus] Tritia - [Species] Tritia incrassata
Tritia pygmaea	(Lamarck, 1822)	Species	876854	https://www.marinespecies.org/aphia.php?p=taxdetails&id=876854	Tritia	246140	unaccepted	1391526	Tritia varicosa	(W. Turton, 1825)	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Tritia	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Neogastropoda - [Superfamily] Buccinoidea - [Family] Nassariidae - [Subfamily] Nassariinae - [Genus] Tritia - [Species] Tritia pygmaea
Macomangulus tenuis	(da Costa, 1778)	Species	878470	https://www.marinespecies.org/aphia.php?p=taxdetails&id=878470	Macomangulus	878463	accepted	878470	Macomangulus tenuis	(da Costa, 1778)	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Macomangulus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Cardiida - [Superfamily] Tellinoidea - [Family] Tellinidae - [Subfamily] Tellininae - [Genus] Macomangulus - [Species] Macomangulus tenuis
Cyrnus	De Haan, 1839	Genus	878583	https://www.marinespecies.org/aphia.php?p=taxdetails&id=878583	Inachoidinae	877477	unaccepted	204421	Inachoides	H. Milne Edwards & Lucas, 1842	Animalia	Arthropoda	Malacostraca	Decapoda	Inachoididae	Cyrnus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Eucarida - [Order] Decapoda - [Suborder] Pleocyemata - [Infraorder] Brachyura - [Section] Eubrachyura - [Subsection] Heterotremata - [Superfamily] Majoidea - [Family] Inachoididae - [Subfamily] Inachoidinae - [Genus] Cyrnus
