scientific_name	author	rank	taxon_id	synonyms	Class	Order	Family	Genus	taxon_hierarchy	RecommendedGUID
Maxmuelleria lankesteri	"(Herdman, 1897)"	species	247467		Polychaeta		Bonelliidae	Maxmuelleria	Animalia - Annelida - Polychaeta - Echiura - Bonelliida - Bonelliidae - Maxmuelleria - Maxmuelleria lankesteri	urn:lsid:dyntaxa.se:Taxon:247467
Echiurida	de Blainville	suborder	4000046		Polychaeta				Animalia - Annelida - Polychaeta - Echiura - Echiurida	urn:lsid:dyntaxa.se:Taxon:4000046
Echiuridae	"Quatrefages, 1847"	family	2000361		Polychaeta		Echiuridae		Animalia - Annelida - Polychaeta - Echiura - Echiurida - Echiuridae	urn:lsid:dyntaxa.se:Taxon:2000361
Echiurus	"Guérin-Méneville, 1831"	genus	1009312		Polychaeta		Echiuridae	Echiurus	Animalia - Annelida - Polychaeta - Echiura - Echiurida - Echiuridae - Echiurus	urn:lsid:dyntaxa.se:Taxon:1009312
Echiurus echiurus	"(Pallas, 1766)"	species	233449		Polychaeta		Echiuridae	Echiurus	Animalia - Annelida - Polychaeta - Echiura - Echiurida - Echiuridae - Echiurus - Echiurus echiurus	urn:lsid:dyntaxa.se:Taxon:233449
Errantia	"Audouin & H.Milne-Edwards, 1832"	subclass	3000098		Polychaeta				Animalia - Annelida - Polychaeta - Errantia	urn:lsid:dyntaxa.se:Taxon:3000098
Amphinomida	"Fauchald, 1977"	order	6005246		Polychaeta	Amphinomida			Animalia - Annelida - Polychaeta - Errantia - Amphinomida	urn:lsid:dyntaxa.se:Taxon:6005246
Amphinomidae	"Lamarck, 1818"	family	2000503		Polychaeta	Amphinomida	Amphinomidae		Animalia - Annelida - Polychaeta - Errantia - Amphinomida - Amphinomidae	urn:lsid:dyntaxa.se:Taxon:2000503
Paramphinome	"M.Sars, 1869"	genus	1007473		Polychaeta	Amphinomida	Amphinomidae	Paramphinome	Animalia - Annelida - Polychaeta - Errantia - Amphinomida - Amphinomidae - Paramphinome	urn:lsid:dyntaxa.se:Taxon:1007473
Paramphinome jeffreysi	"(McIntosh, 1868)"	species	227167		Polychaeta	Amphinomida	Amphinomidae	Paramphinome	Animalia - Annelida - Polychaeta - Errantia - Amphinomida - Amphinomidae - Paramphinome - Paramphinome jeffreysi	urn:lsid:dyntaxa.se:Taxon:227167
Eunicida	"Day, 1967"	order	3000100		Polychaeta	Eunicida			Animalia - Annelida - Polychaeta - Errantia - Eunicida	urn:lsid:dyntaxa.se:Taxon:3000100
Dorvilleidae	"Chamberlin, 1919"	family	2000510		Polychaeta	Eunicida	Dorvilleidae		Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae	urn:lsid:dyntaxa.se:Taxon:2000510
Ophryotrocha	"Claparède & Mecznikow, 1869"	genus	1007515		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha	urn:lsid:dyntaxa.se:Taxon:1007515
Ophryotrocha bacci	"Parenti, 1961"	species	227271		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha bacci	urn:lsid:dyntaxa.se:Taxon:227271
Ophryotrocha cosmetandra	"Oug, 1990"	species	227270		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha cosmetandra	urn:lsid:dyntaxa.se:Taxon:227270
Ophryotrocha craigsmithi	"Wiklund, Glover & Dahlgren, 2009"	species	263389		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha craigsmithi	urn:lsid:dyntaxa.se:Taxon:263389
Ophryotrocha dubia	"Hartmann-Schröder, 1974"	species	227272		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha dubia	urn:lsid:dyntaxa.se:Taxon:227272
Ophryotrocha eutrophila	"Wiklund, Glover & Dahlgren, 2009"	species	263390		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha eutrophila	urn:lsid:dyntaxa.se:Taxon:263390
Ophryotrocha gerlachi	"Hartmann-Schröder, 1974"	species	227273		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha gerlachi	urn:lsid:dyntaxa.se:Taxon:227273
Ophryotrocha geryonicola	"(Esmark, 1878)"	species	227265		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha geryonicola	urn:lsid:dyntaxa.se:Taxon:227265
Ophryotrocha gracilis	"Huth, 1933"	species	227274		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha gracilis	urn:lsid:dyntaxa.se:Taxon:227274
Ophryotrocha hartmanni	"Huth, 1933"	species	227275		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha hartmanni	urn:lsid:dyntaxa.se:Taxon:227275
Ophryotrocha irinae	"Tzetlin, 1980"	species	227276		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha irinae	urn:lsid:dyntaxa.se:Taxon:227276
Ophryotrocha littoralis	"(Levinsen, 1879)"	species	227277		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha littoralis	urn:lsid:dyntaxa.se:Taxon:227277
Ophryotrocha lobifera	"Oug, 1978"	species	227283		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha lobifera	urn:lsid:dyntaxa.se:Taxon:227283
Ophryotrocha longidentata	"Josefson, 1975"	species	227284		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha longidentata	urn:lsid:dyntaxa.se:Taxon:227284
Ophryotrocha maculata	"Åkesson, 1973"	species	227278		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha maculata	urn:lsid:dyntaxa.se:Taxon:227278
Ophryotrocha mediterranea	"Martin, Abelló & Cartes, 1991"	species	227266		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha mediterranea	urn:lsid:dyntaxa.se:Taxon:227266
Ophryotrocha puerilis	"Claparède & Mecznikow, 1869"	species	227279		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha puerilis	urn:lsid:dyntaxa.se:Taxon:227279
Ophryotrocha scarlatoi	"Averincev, 1989"	species	227281		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha scarlatoi	urn:lsid:dyntaxa.se:Taxon:227281
Ophryotrocha scutellus	"Wiklund, Glover & Dahlgren, 2009"	species	263391		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha scutellus	urn:lsid:dyntaxa.se:Taxon:263391
Ophryotrocha socialis	"Ockelmann & Åkesson, 1990"	species	227282		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha socialis	urn:lsid:dyntaxa.se:Taxon:227282
Ophryotrocha vivipara	"Banse, 1963"	species	227280		Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Ophryotrocha - Ophryotrocha vivipara	urn:lsid:dyntaxa.se:Taxon:227280
Parougia	"Wolf, 1986"	genus	1007508		Polychaeta	Eunicida	Dorvilleidae	Parougia	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Parougia	urn:lsid:dyntaxa.se:Taxon:1007508
Parougia caeca	"(Webster & Benedict, 1884)"	species	227257		Polychaeta	Eunicida	Dorvilleidae	Parougia	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Parougia - Parougia caeca	urn:lsid:dyntaxa.se:Taxon:227257
Parougia eliasoni	"(Oug, 1978)"	species	227258		Polychaeta	Eunicida	Dorvilleidae	Parougia	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Parougia - Parougia eliasoni	urn:lsid:dyntaxa.se:Taxon:227258
Parougia macilenta	"(Oug, 1978)"	species	227260		Polychaeta	Eunicida	Dorvilleidae	Parougia	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Parougia - Parougia macilenta	urn:lsid:dyntaxa.se:Taxon:227260
Parougia nigridentata	"(Oug, 1978)"	species	227259		Polychaeta	Eunicida	Dorvilleidae	Parougia	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Parougia - Parougia nigridentata	urn:lsid:dyntaxa.se:Taxon:227259
Protodorvillea	"Pettibone, 1961"	genus	1007509		Polychaeta	Eunicida	Dorvilleidae	Protodorvillea	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Protodorvillea	urn:lsid:dyntaxa.se:Taxon:1007509
Protodorvillea kefersteini	"(McIntosh, 1869)"	species	227261		Polychaeta	Eunicida	Dorvilleidae	Protodorvillea	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Protodorvillea - Protodorvillea kefersteini	urn:lsid:dyntaxa.se:Taxon:227261
Schistomeringos	"Jumars, 1974"	genus	1007511		Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Schistomeringos	urn:lsid:dyntaxa.se:Taxon:1007511
Schistomeringos neglecta	"(Fauvel, 1923)"	species	227263		Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Schistomeringos - Schistomeringos neglecta	urn:lsid:dyntaxa.se:Taxon:227263
Schistomeringos rudolphi	"(delle Chiaje, 1828)"	species	227264		Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Dorvilleidae - Schistomeringos - Schistomeringos rudolphi	urn:lsid:dyntaxa.se:Taxon:227264
Lumbrineridae	"Schmarda, 1861"	family	2000507		Polychaeta	Eunicida	Lumbrineridae		Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae	urn:lsid:dyntaxa.se:Taxon:2000507
Abyssoninoe	"Orensanz, 1990"	genus	1007492		Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe	urn:lsid:dyntaxa.se:Taxon:1007492
Abyssoninoe abyssorum	"(McIntosh, 1885)"	species	227228		Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe - Abyssoninoe abyssorum	urn:lsid:dyntaxa.se:Taxon:227228
Abyssoninoe hibernica	"(McIntosh, 1903)"	species	227229		Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe - Abyssoninoe hibernica	urn:lsid:dyntaxa.se:Taxon:227229
Abyssoninoe scopa	"(Fauchald, 1974)"	species	6038627		Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe - Abyssoninoe scopa	urn:lsid:dyntaxa.se:Taxon:6038627
Augeneria	"Monro, 1930"	genus	1007489		Polychaeta	Eunicida	Lumbrineridae	Augeneria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Augeneria	urn:lsid:dyntaxa.se:Taxon:1007489
Augeneria algida	"(Wirén, 1901)"	species	227210		Polychaeta	Eunicida	Lumbrineridae	Augeneria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Augeneria - Augeneria algida	urn:lsid:dyntaxa.se:Taxon:227210
Augeneria tentaculata	"Monro, 1930"	species	227209		Polychaeta	Eunicida	Lumbrineridae	Augeneria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Augeneria - Augeneria tentaculata	urn:lsid:dyntaxa.se:Taxon:227209
Hilbigneris	"Carrera-Parra, 2006"	genus	6038626		Polychaeta	Eunicida	Lumbrineridae	Hilbigneris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Hilbigneris	urn:lsid:dyntaxa.se:Taxon:6038626
Hilbigneris gracilis	"(Ehlers, 1868)"	species	227220		Polychaeta	Eunicida	Lumbrineridae	Hilbigneris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Hilbigneris - Hilbigneris gracilis	urn:lsid:dyntaxa.se:Taxon:227220
Lumbrineris	"Blainville, 1928"	genus	1007491		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris	urn:lsid:dyntaxa.se:Taxon:1007491
Lumbrineris adriatica	"(Fauvel, 1940)"	species	227232		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris adriatica	urn:lsid:dyntaxa.se:Taxon:227232
Lumbrineris aniara	"Fauchald, 1974"	species	227213		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris aniara	urn:lsid:dyntaxa.se:Taxon:227213
Lumbrineris cluthensis	"Clark, 1953"	species	227214		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris cluthensis	urn:lsid:dyntaxa.se:Taxon:227214
Lumbrineris coccinea	"(Renier, 1804)"	species	227215		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris coccinea	urn:lsid:dyntaxa.se:Taxon:227215
Lumbrineris fauchaldi	"Blake, 1972"	species	227216		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris fauchaldi	urn:lsid:dyntaxa.se:Taxon:227216
Lumbrineris flabellicola	"Fage, 1936"	species	227217		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris flabellicola	urn:lsid:dyntaxa.se:Taxon:227217
Lumbrineris futilis	"Kinberg, 1865"	species	227219		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris futilis	urn:lsid:dyntaxa.se:Taxon:227219
Lumbrineris labrofimbriata	"Saint-Joseph, 1888"	species	227221		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris labrofimbriata	urn:lsid:dyntaxa.se:Taxon:227221
Lumbrineris latreilli	"Audouin & H.Milne-Edwards, 1833"	species	227222		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris latreilli	urn:lsid:dyntaxa.se:Taxon:227222
Lumbrineris minuta	"(Théel, 1879)"	species	227223		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris minuta	urn:lsid:dyntaxa.se:Taxon:227223
Lumbrineris mixochaeta	"Oug, 1998"	species	227224		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris mixochaeta	urn:lsid:dyntaxa.se:Taxon:227224
Lumbrineris rovignensis	"Fauvel, 1940"	species	227226		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris rovignensis	urn:lsid:dyntaxa.se:Taxon:227226
Lumbrineris tetraura	"(Schmarda, 1861)"	species	6038629		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris tetraura	urn:lsid:dyntaxa.se:Taxon:6038629
Lumbrineris vanhoeffeni	"Michaelsen, 1898"	species	227227		Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Lumbrineris - Lumbrineris vanhoeffeni	urn:lsid:dyntaxa.se:Taxon:227227
Scoletoma	"Blainville, 1828"	genus	1007496		Polychaeta	Eunicida	Lumbrineridae	Scoletoma	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Scoletoma	urn:lsid:dyntaxa.se:Taxon:1007496
Scoletoma fragilis	"(O.F.Müller, 1776)"	species	227234		Polychaeta	Eunicida	Lumbrineridae	Scoletoma	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Scoletoma - Scoletoma fragilis	urn:lsid:dyntaxa.se:Taxon:227234
Scoletoma funchalensis	"(Kinberg, 1865)"	species	227218		Polychaeta	Eunicida	Lumbrineridae	Scoletoma	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Scoletoma - Scoletoma funchalensis	urn:lsid:dyntaxa.se:Taxon:227218
Scoletoma impatiens	"(Claparède, 1868)"	species	227235		Polychaeta	Eunicida	Lumbrineridae	Scoletoma	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Scoletoma - Scoletoma impatiens	urn:lsid:dyntaxa.se:Taxon:227235
Scoletoma magnidentata	"(Winsnes, 1981)"	species	227236		Polychaeta	Eunicida	Lumbrineridae	Scoletoma	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Scoletoma - Scoletoma magnidentata	urn:lsid:dyntaxa.se:Taxon:227236
Oenonidae	"Kinberg, 1865"	family	2000508		Polychaeta	Eunicida	Oenonidae		Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae	urn:lsid:dyntaxa.se:Taxon:2000508
Drilonereis	"Claparède, 1870"	genus	1007499		Polychaeta	Eunicida	Oenonidae	Drilonereis	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae - Drilonereis	urn:lsid:dyntaxa.se:Taxon:1007499
Drilonereis brattstroemi	"Fauchald, 1972"	species	227240		Polychaeta	Eunicida	Oenonidae	Drilonereis	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae - Drilonereis - Drilonereis brattstroemi	urn:lsid:dyntaxa.se:Taxon:227240
Drilonereis caulleryi	"Pettibone, 1957"	species	227243		Polychaeta	Eunicida	Oenonidae	Drilonereis	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae - Drilonereis - Drilonereis caulleryi	urn:lsid:dyntaxa.se:Taxon:227243
Drilonereis filum	"(Claparède, 1868)"	species	227241		Polychaeta	Eunicida	Oenonidae	Drilonereis	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae - Drilonereis - Drilonereis filum	urn:lsid:dyntaxa.se:Taxon:227241
Drilonereis magna	"Webster & Benedict, 1887"	species	227242		Polychaeta	Eunicida	Oenonidae	Drilonereis	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Oenonidae - Drilonereis - Drilonereis magna	urn:lsid:dyntaxa.se:Taxon:227242
Onuphidae	"Kinberg, 1865"	family	2000505		Polychaeta	Eunicida	Onuphidae		Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae	urn:lsid:dyntaxa.se:Taxon:2000505
Nothria	"Malmgren, 1867"	genus	1007484		Polychaeta	Eunicida	Onuphidae	Nothria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Nothria	urn:lsid:dyntaxa.se:Taxon:1007484
Nothria britannica	"(McIntosh, 1903)"	species	227195		Polychaeta	Eunicida	Onuphidae	Nothria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Nothria - Nothria britannica	urn:lsid:dyntaxa.se:Taxon:227195
Nothria conchylega	"(M.Sars, 1835)"	species	227193		Polychaeta	Eunicida	Onuphidae	Nothria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Nothria - Nothria conchylega	urn:lsid:dyntaxa.se:Taxon:227193
Nothria hyperborea	"(Hansen, 1878)"	species	227194		Polychaeta	Eunicida	Onuphidae	Nothria	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Nothria - Nothria hyperborea	urn:lsid:dyntaxa.se:Taxon:227194
Paradiopatra	"Ehlers, 1887"	genus	1007481		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra	urn:lsid:dyntaxa.se:Taxon:1007481
Paradiopatra ehlersi	"(McIntosh, 1885)"	species	6038631		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra - Paradiopatra ehlersi	urn:lsid:dyntaxa.se:Taxon:6038631
Paradiopatra fiordica	"(Fauchald, 1974)"	species	227183		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra - Paradiopatra fiordica	urn:lsid:dyntaxa.se:Taxon:227183
Paradiopatra hartmanae	"(Kirkegaard, 1980)"	species	227185		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra - Paradiopatra hartmanae	urn:lsid:dyntaxa.se:Taxon:227185
Paradiopatra hispanica	"(Amoureux, 1972)"	species	227186		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra - Paradiopatra hispanica	urn:lsid:dyntaxa.se:Taxon:227186
Paradiopatra quadricuspis	"(M.Sars, in G.O.Sars, 1872)"	species	227184		Polychaeta	Eunicida	Onuphidae	Paradiopatra	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Onuphidae - Paradiopatra - Paradiopatra quadricuspis	urn:lsid:dyntaxa.se:Taxon:227184
